tweet,class
sampatch truthishere humbled mythoughts in the shadows,0
cbellweather so you would rather live in a country that doesnt follow its own laws thats called anarchy,0
see you dont have a clue the grandmother was nabbed by her own people and sold to slave tradersnot from america the best were sold in s america the scag was sold in america,1
seeing as thats not my name nor did i ever say it was i still have no idea what youre trying to say,0
seanreed the only thing free in your society are herpes and hemorrhoids,0
we need to hang all the illegal vermin starting with the ones that dont have birth certificates that are real,1
wiltonmanors and by stood up you mean kneel in front of a year old boy,1
while barack is rapidly going gray and looking tired michelle and the girls just keep getting more attractive,0
how embarrassing for the navy and america liberals have gleefully embraced every known perversion and deviance and are angry that sane people refuse to accept their sickness as normal liberals the very worst among us liberalism americas greatest enemy,1
freddbear mothrasaveus except in germany where colt browning luger et al are not allowed to practice their function,0
professorheisenberg the world is not possessed by satan,0
quote of the day protests and racism werent on the front page every day years ago,0
who is e lee is he famous or something,0
lgrngreen rxwhitmer if you dont understand what transgender is go talk to your family doctor they cover it in medical school,0
theimmortalone tygher poor thing your hatred has melted your brain assuming there was a brain to begin with but its fun making you dance like a monkey on a chain dance monkey,0
i firmly believe michelle obama is a man honestly,1
did the village people sing at the naming lol what a joke,1
the law wasnt the problem its the rapist members of a peaceful religion,1
nothing ever is said but pro perversion,1
cincyman and anyone who backs him,0
these comments are insane a lot of you have severely missed the point of her comment and used it as an excuse to just be hateful watch the video and see the context in which she made the statement,0
saving the world ridding america of liberals,0
you wasted time on that bwaa haa haa teabags got nothing,0
you mean all,0
its amazing to me that you all think the fact that some blacks owned slaves somehow makes it all ok by the way you were the last to know,0
they are also in the process of changing the navy fight song from anchors away to in the navy by the village people,0
catholica she sounds like hillary,0
wisdomkitty actually the reason she wears pants suits is to better hide the fact shes wearing depends and they might leak,0
q how do you circumcise a liberal a kick his boyfriend in the chin,0
azolfos yes it is obama hates this country and our freedom and is intentionally destroying it,0
hate gets a bad rap we were given the ability to make judgements i hate violence against the weak i hate coffee i hate house hugh lorry is terrible embrace your hate you have a human right to it the real hate is shutting down free speech,0
wisdomkitty her first move god forbid will be to ban dresses,0
dont forget the dead also,0
sampatch indicthillary i will so you are saying the the ap is incorrect on that,0
name it after a gay pedophile not the smartest thing to do i couldnt care less if he founded the navy you dont honor someone like that by naming anything after them,1
the isis flag isnt flying from any state capitol buildings is it,0
all this diversity training everyone has had to go thru over these many years was supposed to fix the waty people felt about race yep quota laws would helppolitical correctness was going to helpi dont know all of them but the results can be seen on news clips of ferguson and baltimorecant they,1
tygher theimmortalone lol thats what i thought you get shown that youre supporting a pedophile and you got nothing to say but like i said thats what we expect from your ilk,1
believersknow i do know you talk like a nut job nobody is flying isis flags here you are in the wrong country,0
larjass lgrngreen rxwhitmer like your morals dont fall into question by supporting this,0
hard to have respect for someone who in a multi figure a year job in an chicago hospitalwas on the committee that worked on a poor patient dumping scheme,0
no the opposite your polls poll mostly democrats who cant stand hilary who matters because of that cigar,0
hasent no been on the books forever,0
ericpedersen i think youve missed the point of his comments missing the point seems to be a common theme with you,0
the person leaning in the flag was paid the most,0
welcome aboard the uss milk sailor seriously i think the uss j christopher stevens the uss tyrone woods the uss glen doherty or the uss sean smithamerican heroes who died for america instead of for their lifestyle deviant or not would be better able stomached,1
cynicalrant mentioning god and the real world together is an oxymoron,1
spayandneuteryourliberals seanreed i own a ten year old successful small business something you only dream about,0
perhaps they can use it as a target ship for torpedo trials,0
on thursday a local court in cologne handed down the first conviction for a sexual offense on new years eve a iraqi man was convicted of sexual assault and given a oneyear suspended sentence a algerian man was convicted of abetting a sexual assault and attempted assault and given the same sentence that is some aggressive sentencing there i am absolutely certain that will deter such behavior from them in the future,0
tygher eyeseeit so longfairy,0
not at all you are desperately pushing for a pro deviant answer from me nothing else can make sense but thatits an old liberal game i see all the time unless i say yes to gay marriage and tg bathrooms i can never make sense to y,1
michelle is lyingtrump sad he wants to build a wall to keep the illegals out and he wants to deport the illegals currently in the ushe never said he wanted to deport those that are here legally the democrats need the illegals here to vote for them,1
mythoughts liberals who wont serve honorably,0
orfathers brothers cousins of the women should protect them how about that,0
there is no law that will civilize the uncivilized,1
oh come on pathetically uncalled for inappropriate,0
beaucharles life is all about her so she didnt give it a glance,0
man it with gays and send to cruise the shores of irana real threat to their evinrude navy whos going to engineer and make the condom it has to be wrapped in,1
the russians raped millions of german women and children at the end of wwii now the german people have to contend with this bunch of savages how pathetic is it that a country has to cowtow to a hoard of uncivilized migrants take your country back germany,1
catholica but barry loves her,0
what kind of commander in chief would allow this to happen,0
wisdomkitty do i want men wearing dresses no but not freaked out by it either,0
liberals backed by liberal officials all deciding which laws they feel like followingthey all belong in jail for participation in and aiding and abetting criminal acts,0
buckneykid it comes with a pitcher and a catcher mode,1
freedomscout the confusion is added by people following an ancient mythology that have no respect for science medicine and psychology,0
eyeseeit correction is a failed state,0
no habla deutch no means white chicks want you more in arabic mongrelland german politicians that approved of the refugee invaders are responsible for each and every crime committed by these mongrels german citizens should kick all politicians and refugee invaders out,1
professorheisenberg nope because the dems rejected carter and will do the same to hilary they want no more four years of monica lewinski,1
turnhearts yep and your own kids will get raped by a pedophile in a shared bathroom then you will be crying or will you women have bodies in bedrooms but not bathrooms,1
just say no yeah thatll stop those nasty rapists especially the muslims,1
seanreed the only thing you liberals want free is your social programs that us conservatives pay for get a job freeloader,0
lgrngreen larjass rxwhitmer no by the standard that has been around since this country was founded and before so i guess you think we should still have sla very im not surprised its biblical too,0
how does that have anything to do with it,0
and progs never do anything hypocritical guess it takes a hypocrite to know one,0
rivrrodent tygher sampatch you are such a drama queen the military is not destroyed,0
carpenoctem what flag is that confederate flag never internationally promoted racism slavery maybe but it also represents southern patriotism,0
merkel possible the only person in charge who is worse than what we have obama is trying his hardest though to get to merkels level a iraqi man was convicted of sexual assault and given a oneyear suspended sentence a algerian man was convicted of abetting a sexual assault and attempted assault and given the same sentence sounds exactly like how obama is trying to let all of the black people in this country get away with everything,1
aliennation i will be last if you just need someone to close up shop does room service exist in heavan i hope it is a fun place and not just a bunch of religious nuts praying and such,0
professorheisenberg nope a vote for hilary is what your only answer would be,0
tygher i get it you cant defend your pedophilia so youre lashing out get help,0
cbellweather not true first off over convicted time served murderer illegals were re released back into the united statesand over violent felon illegals with them all during obamas time in office,1
this country has been paying for your families elaborate trips while in children here in the united states go to bed hungry each nite millions of dollars spent taxpayer money on vacations and all we hear is income equality that is a complete joke wake up america,0
stop screwing with the taxpayers safety and security if you liberal police chiefs cant follow the law of the land then its high time you find another occupation,0
globalization is only concerned with the elite controlling the commoners and everything else,0
no i think obama thought he would make this country in his own image,0
trump is clearly getting to the dems dont worry moochel trump will never sexually harass you when he gets in the white house but watch out for billy he might,0
idahoron amen but that doesnt serve liberal propagandist agenda,0
instead of passing these silly laws just get rid of the sand knee grows,1
and by dangerous illegal immigrants they mean democratic voters,1
but trump isnt a religious fanatical conservative do you think he really cares about the antigay agenda,0
nothing like a good gay article to bring out the conservative dinosaurs the beauty is conservatives lost on gay rights on your candidates on everything that counts because extremist conservatives are a hate fringe group nothing more,0
wiltonmanors wateriswet thats not even factually accurate lol wth are you even talking about,0
professorheisenberg heres hoping he brings as many republicans down with him as possible,0
hoorahamerica as much as of the dna of the north eastern north american natives was european in origin how many hundreds of years and what percentage of their dna before they were considered native by you sir or are we all only native to,0
the next one will be margaret sanger,0
seanreed think the gov will take care of you look at the american indian henery ford,0
barker carpenoctem not yet and given obama is a lame duckwe may be safe for a while,0
peprman another name for diversity training is to brow beat one group until you can create even more who didnt previously but now thoroughly hate you for eternally dissing them,0
larjass none that is a vote for hilary,0
spayandneuteryourliberals rherpes they would just make paper airplanes out of them,1
freedomscout rxwhitmer i think hes stumped on that one,0
delainey so you would be ok with your government flying the flag of a group that kidnapped your grandmother and used her as a slave,0
tygher eyeseeit the only thing lost here is your manhood and dignitymine is very much in tactfudgepounder,0
did your husband become an activist fighting for the equal treatment of others,0
vote demokkkrat because free food clothing education housing healthcare abortions contraceptives and cellphones just isnt enough to keep our constituency from rioting we need more of your money,1
aliennation freedomscout rxwhitmer i try to live by that do unto others bit,0
the reason trump supporters have such anger is the result of michells husband,0
it seems that you and some others prefer to give graduates fluff instead of what is actually going on considering how many dont bother enough with what is real to dump trumpwhat more is there to be said except we would be a lot better off doing more sorting out of what is real especially graduates,0
i must have missed the case where a state prevented an individual from flying a confederate flag on their own property,0
oh come on hes not that bad,0
spayandneuteryourliberals killterrists seanreed thats right,0
freedomscout i figured it out by age the good thing is children will have access to healthcare information medicine treatment and support none of which existed for transexuals when i was a little girl growing up in the and,0
dirkshomebiz i get the impression that the german people really didnt have much of a say in it just another of example of merkelobama progressivness,0
seanreed lol hows obamacare been doing so far shows you how much a govt healthcare program worksquick summary since you seem to have missed it lost billions so far when oblunder promised it would save taxpayers hundreds of millions has hurt cost,0
just because obama wants to pee in the ladies room doesnt mean the rest of america has to put up with it,0
your level of hate is without boundaryim positive that even if you have lives you would have died times from an heart failure before your wish comes true your cynical argumebt leaves me cold,0
woman doesnt know here place,1
obama to white working americans fu,0
theimmortalone tygher why do you keep lying,0
spayandneuteryourliberals pulse or no pulse there registered,0
what law is saying that what in the world are you talking about all youre doing is confirming my point,0
carpenoctem it flying high here thats why americans are joining isis,0
cdgoldin so if they are alone who has to prove it was said,0
believersknow it flying high here thats why americans are joining isis,0
harvey died of hiv so did his partner i believe,0
no im trying to figure out what you are saying youre asking questions claiming someone wants stuff they havent mentioned,0
mcd all lives matter mr obama and mr johnson not just your future democrats here illegally,1
turnhearts what forced perversion,0
sheph if it were only thats simplenot that i dont agreecompletely,0
milks career as a navy officer however ended with an other than honorable discharge yup thats the kind of person we should be naming ships after and my comment has nothing to do with his preferences just his performance as a navy officer but apparently his preferences have more to do with a ship being named after him than his performance as far as the navy is concerned,0
coming soon the uss micheal brown,0
grinningbear cbellweather yes by other illegals or democrats,1
freedomscout rxwhitmer i agree that people should use the public bathroom that fits their actual gender but what harm to society is caused by someone being transgender,0
eyeseeit thanks to the dnc,0
archangeljack obama will be her cellmate after he has the operation,1
sampatch rivrrodent tygher i dont believe you have any right to judge the military when did you serve,0
its still the same navy stop being a drama queen,0
believersknow that flag is no more terrible than you are,0
has anyone heard if bruce springsteen ringo starr and other celebrities and corporations who condemnedboycotted nc are going to do the same to these other states all i have heard is crickets come on where is the equality in your outrage liberals i cant hear you,0
so what are your thoughts on affirmative action,0
whats up with the civil rights and american citizens,0
that wasnt even a good try gomer,0
phillip barker flrlegal whatever other issues were involved do not matter in we remember it as slavery so the confederate flag is now associated with slavery that is why it must go,0
tygher rivrrodent sampatch i agree we have lost but it was no speaker who destroys our military it is barack obama and his employers,0
cbellweather there shouldnt be any illegal is illegal,1
trump whats micheles dress size for a going away party my wife wears a end of discussions,0
phillip barker flrlegal i will fly it from now on i will not be a slave to the pc police,1
q why dont you run over a liberal on a bike a its probably your bike,0
secret service officer assigned to the white house during bill clintonâ€™s presidency alleges that presumptive democratic presidential nominee hillary clinton â€œlacks the integrity and temperament to serve in the office,0
mothrasaveus yes there is its called capital punishment,0
aliennation just replied to me below read it if you dare its so sad,0
rxwhitmer such is a plausible hypothesis and if true perhaps they are customized with body enhancements nevertheless she and her party are attacking women via the alinsky playbook,0
q how do you starve a democrat a hide his ebt card under his work shoes,0
the comments below and above are exactly why it is appropriate to name the ship after someone who stood up for civil and human rights,0
larjass how can i possibly make an understandable counter argument to someone that doesnt know the difference between your and youre i just cant duï»¿mï»¿b it down enough,0
jshanks puhleeze yeeeeup actually its a fence isnt it,0
if u have a jobdo it right they are in demand now and we dont need blackasses acting like monkeys git ur act together,1
q why do they bury liberals foot deep when they die a so they can still get a hand out bwaaaaa haaaaa haaaaa,0
lgrngreen larjass rxwhitmer leviticus â€œâ€˜your male and female sla ves are to come from the nations around you from them you may buy sla ves you may also buy some of the temporary residents living among you and members of their,0
harrisonzayre jerseyan cleo should have seen this coming,0
this will work great just like the bracelets they handed out that said dont touch me liebrals will never learn hahahahahahaha,1
cbellweather one is just one too many chico,1
rfloyd robert e lee confederated general leader of the confederated army did you study history,0
hes not capable of any thought period,0
hundreds of women were raped and molested in the new years eve travesty and only one conviction so far this only became a problem when germany opened its borders to hordes of womenhating muslims,1
lgrngreen rxwhitmerimmoral people who,0
sampatch humbled mythoughts chelsea can,0
fine then lets leave the bathrooms alone,0
bernstein chickabalter you have never been a slave and i have never owed one,1
yeah you cons made a pedophile speaker of the house you must be so proud,0
turnhearts you didnt answer the question what forced perâ version if youre sick of the nonsâ ense you make up stop saying it,0
indicthillary he was honorably discharged go to the united states naval institute site and read for yourself,0
not a huge fan state by state issue,0
wiltonmanors ever heard of the republican icon mark foley,0
groping people in public wasnt already illegal whats up with that deutschland,0
quickfix i think it sounds the same as an bolt chambering a round,1
spayandneuteryourliberals ok we have a winner,0
barker carpenoctem too funny,0
so no source on your claim ok then,0
turnhearts fourth time what forced compliance of perversion,0
welp i guess this is the end of the us navy as history has known it previously it used to be a place where young boys went to learn how to be men now i guess its a place where young gay boys go to meet other young gay boys we must be a laughing stock,1
azolfos it sure looks that way,0
flrlegal its shocking how many people just argue it is southern pride no it is not you can be proud of where you are from without displaying a flag that reminds people of the horrible attrocities their ancestors lived through,0
turnhearts they havent passed their jim crow laws yet,0
isis is destroying all remnants of middle eastern heritage and religion that does not support sharia law this is the lefts equivalent action here in america,1
phillip barker carpenoctem dont count on it,0
do the democrats plan on drafting her for the nomination if bizaro i mean hillary is indited they seem to really like putting her out to the public,0
lgrngreen rxwhitmer i understand completely who they are you are the one that has bought into the lie that they were born with some genetic defect transgender is a sick perversion,1
your obsession with pedophilia tells me you are a pedophile please seek help for your sickness,0
the germans better realize real quick that you cant put a no means no law in sharia law,1
its about time good lord,0
believersknow how am i terrible huh,0
pittsburghsteel for and by democrats its pittsburg steal,0
i case you havent noticed nothing works under dim control what is it about the word illegal dims do not understand why do we write laws that are not enforced vote trump,1
you need a gibberishenglish translator to understand any of his posts,0
dems shouldnt be allowed to live in gated comunities,0
nevergofullliberal ignorant troll no one said the new law will prevent crime just that it will make it easier to prosecute criminals which is a good thing,0
rxwhitmer so you think its moral to discriminate against transgender people when science medicine and psychology all say their condition is legitimate on what basis,0
are they removing the black panthers colors or just the stars and bars,0
tygher wellyour mental identity is very much open to questiongiven your postingsright,0
dirkshomebiz no the people didnt the lousy leader did just like odumbo is doing here,0
i know a scotsman who was deported for overstaying visa one day he was at the departure area of lax leaving the country and is now barred from returning he is a security consultant for people working abroad and is married to an american the reason for the harsh treatment can only be because he is white this is the world you liberals are making for yourself,0
german citizens elected merkel who loves muslims and until german citizens take their country back they are responsible for what happens,1
its like in the movie the help those poor black people in the south didnt have any hope until that privileged white girl showed up and started the whole civil rights movement,0
i wonder if egyptian africans wake up everyday obsessed by the fact that hebrew slaves built the pyramids somebody should stage some protests over there throw some eggs maybe maybe israel can press egypt for reparations its only been about thousand years,0
frommie pushing something and probably will get reelected he is doing something right,0
freedomscout rxwhitmer first the terms discriminate and discrimination are elevated in their minds to the level of a religious sanctimony â€ freedomscout indeed there are those who are last who will be first and first who will be last luke,0
puhleeze sorry just playing the game of politics liberals developed and i guess i hit a nerve called the truth,0
believersknow i am right here and i dont see any some of my neighbors fly the confederate flag though,0
justasouthernguy gotrumpforamerica if you were a navy veteran you would understand what gotrumpforamerica means by his comments naming a ship after a gay that was discharged under other than honorable conditions shows how sick our government and countr,1
aliennation i wonder which of your favorite talking heads just said that on tv,0
i think cutting off federal funds to cities who do not enforce current law is a dandy idea nothing would make them move faster to fix that sanctuary attitude of aiding and abeting illegals in the commission of a crime staying here illegally working here using false papers fraud or worse,0
wisdomkitty yeah a real danger that will happen im sure,0
she also said americans â€œdont build up walls to keep people out we dont we build walls to keep illegal illegal illegal aliens out the woman is a completely clueless proillegal immigration leftytool,1
rxwhitmer no answer you didnt ask a question,0
nothing will get better until us resident obama is removed from the oval office million plus illegal aliens are a large portion of the demoratic voter base we do you think demorats are doing everything they can to keep ids out of the voting booths fraud in fraud out,1
upchuckliberals toric depends on what the meaning of is is,0
phillip barker flrlegal not we you thats what it means to you,0
oharaj killterrists maybe date is wrong but facts are facts he is illegal as a belly boarder crawlin mexitrash,1
tygher serving up bjs to little boys isnt serving honorably,1
only she is better offfor the last years,0
larjass freedomscout rxwhitmer seems so,0
the stars and bars is a symbol of souther heritage,0
wiltonmanors no did someone name a boat after him,0
she needs to focus on wiping not swiping,1
tygher even if you define your life by a bad habit its still a bad habit to define anyone by a sexual proclivity dismisses their free will out of hand,1
sheph charges should include but not be limitted to deriliction of duty conduct unbecoming obstruction of justice accomplice before the fact,0
cbellweather that small number is too many,0
lgrngreen larjass rxwhitmer or stone the victim,0
very few people are anymore,0
keep living in denial chickensht im totally not sitting in my flightsuit getting ready to go to base you are so right you are such a smart little libby keep telling yourself that you special little flower,0
rivrrodent sampatch tygher from to,0
duckyy is that the reason buckwheat pass the lgbt bill with the help of the other gay scotus for his dude,1
still pushing for yes on tggays,0
thewhitedevil sourpickle flying the rainbow flag,0
i think the maximum age to abort a liberal should be years old after that age all the drugs and alcohol will tear them down fast anyway,0
oharaj mrbigstuff i was kinda hoping for name or names maybe ill google it later,0
ramtoughtom wishing the death of us military personnel sounds like treason to me,0
bunnysmind a really sharp knife and it will only happen once,1
you mean the pedophile harvey milk that one name a whole ship after a pedophile wow,1
wiltonmanors i beg to differ the hillary supporters are one huge hate group,1
mamahattheridge after victimizing them for more than years and continue to victimize them what do you expect,0
anthonyhantonh yeah that was a big black eye for the navy when the village people filmed a homoerotic video on one of their destroyers,0
its nice to know your real name its a pretty female name,0
moooooochel ought to be wiping not swiping her own,1
believersknow yes they are where you been,0
lolnot only are you all going to get hillaryyoure going to get bill too,0
will they make a backdoor deal to get it commissioned,0
so far thats you,0
tygher no hatred by uswe just dont like liberallamocratslike youmaybe you should head down to orlando,0
theimmortalone and military records dont support his claim like any politician he was pandering for sympathy and votes,0
imagine that muslims are the problem,1
this is what democrats have given us all through affirmative action a bunch of socialist libertards minorities now hold more positions of power than the majority what could possibly go wrong sarc,1
delainey really smudge in history kidnapping thousands and enslaving them is not a smudge i am southern and i have pride without ever having touched that racist flag it is extremely hateful and should have been retired well it was before,0
merkels legacy soon to come to your city,0
so how many sexual assaults would there be if muslims were burned in ovens,1
the obamas have no shame shouldnt she be providing advice to those who are about to start their new lives instead she is just trying to further the democrat agenda,0
aliennation i dont bother reading his posts everything coming from a creationist is nonsense,1
son im going to give you some words of advice ill ask you to heed them please lay off the caffieneany questions dont ask em,0
cynicalrant god also gives us the freedom to bask in our words and deeds regardless of what others may think about them,0
the state has no business expressing opinions on anything and it is required to protect ha te at least hes consistent remember judge napolitano is the one who in an april oreilly interview defended the afdi who wanted to post advertisements caiiing for the kiiiing of jews,0
tygherother than honorablyread the article queerbait,0
carpenoctem enemy state tells me you not only do not know your countrys history you also are not up on why the states felt that they could secede,0
you want to watch obama pee you are sick,0
your level of hate for these people is without boundaries with this level of hate im sure that even if you have lives you would die from a heart failure times before your wish come true,0
professorheisenberg cons cant distinguish morality from the rantings of a barbaric ancient middle eastern desert tribe,1
democracymanifest and i think you need high school,0
what are you talking about,0
weve never needed someone to make america great again more so than right now,0
professorheisenberg why not she is why hilary matters,0
you can make all the laws you want they wont control savages you can dress an animal up like a man it doesnt make it a man,1
humbled sampatch mythoughts clintons,0
merkel let these slugs in for the sake of humanity with zero vetting how about protecting your own citizens for a change,0
ill bet san francisco is watering at the mouth to get it there for fleet week,0
rxwhitmer,0
mensliberum an example of progressives making sure everyone is doing exactly what the left says is pc gfy im sure you understand very well what those letters mean right gruber,0
professorheisenberg his overlords havent told him that one yet,0
turnhearts you never asked one you are making a statement and want compliance,0
who came up with this crap of sancuary cities anyway,0
any us citizen voting for hillary clinton is the intellectual equivalent of a chicken rooting for colonel sanders,0
wiltonmanors short answer is no they didnt name a boat after him like they are doing for this pedophile,1
aliennation hes just spouting off the nonsense he hears on tv hes not capable of critical thought,0
k wrong social security started when,0
your religion ends where my nose begins if you want a caliphate as the basis for government move to iran good riddance,1
proof that american public schools need to teach civics,0
lgrngreen larjass rxwhitmer deuteronomy if a man happens to meet a virgin who is not pledged to be married and rpes her and they are discovered he shall pay her father fifty shekels of silver he must marry the young woman for he,0
its called a no work contract which is big bucks going to a person that has a free ridenwcs are very popular in chicago some others call nwcsmoney laundering,0
aliennation i wish hed publish his book already and stop spamming here,0
more proof that the democrats know theyre in trouble hey moochelle keep you pie hole shut,1
democrats sure cant fix anything and they sure can keep information secure but they sure can empty a liquor store and burn it to the ground completely easy enough,1
purelyrational elfonshelf you notice that you have a toolbar and the world is open for you to educate yourselfif you can type go look it up,0
lgrngreen larjass rxwhitmer by whose definition yours only,0
larjass lgrngreen rxwhitmer simply because people like you are out to change what is considered moral into something that isnt,1
and hilary is innocent and says none of thatnot michelle shut your pie hole no cares what you think go redecorate something,0
kind of sad that this show never has anything relevant to say its more like joan rivers critique of people she dont lie without the comedy thats all these people do is critize people who they clearly just dont like somehow i think i could find more relevant things to put on tv,0
so its a ship that oils up other ships and hauls away their effluence i guess if you have politicians this determined to name a ship after a rumpranger an oiler is the best option,1
democracymanifest you need a refresher course,0
our government has three branches legislative executive and judicial the first amendment only talks about what congress can do theres nothing in the constitution about the executive or judicial branch not limiting speech and those branches do it routinely when it serves their interest stop perpetuating myths foxbots,0
confederate flag represents resistance to federal authority enforced by military aggression that is where i have stood with the flag,0
indicthillary or at least ones that didnt openly brag about their pedophilia exploits,1
quickfix no idea but an will translate any language into arabic,1
osym i think that is probably one more commencement speech than you have given,0
michelle the ladywho got a free ride all her life because of her color but wasnt n proud to be an american until her husband got elected president isnt qualified to judge trump,1
seanreed spayandneuteryourliberals cooking meth seems to be working out for you i paid around,0
lgrngreen larjass rxwhitmer jewish laws they dont do that but you care about the return of slavery via gay marriage,1
freedomscout aliennation again you have not given any viable solution the spiritual counseling have been done many times before the depression comes from the fact that people like you will not accept them as who they are and instead want to force th,0
saying no does not stop rapists keeping droves of men with raping mentality out of the country and arming people for self defense will help curb the rapes,1
as a white southerner there is nothing wrong with southern pride but we should not be flying a flag that reminds all african americans that our relatives once owned their great or great great grandparents every time they see this flag they are reminded that white america used to own their relatives as property why on earth should we keep perpetuating this,0
the only thing musiims understand clearly is a good azzkicking,1
purelyrational vcdave i dont know what you are but youll obviously never be anywhere near as good a person as she was stop while you are behind,0
tygher eyeseeit how is eyeseeit a traitor,0
i think you do but its about forced perversion or else,1
dont do anything until trump gets in then we can clean house of illegals and sentence them to building the wall and then make sure they are on the mexican side when it is complete its a win win,1
killterrists someone had a social security number issued to them in you sure lol,0
chickabalter funny when white racists who have a long history of lynching abusing and murdering black people call black people racist,0
the washington redskins are just happy the attention has moved on to rebel flag,0
the polls are accurate wayne pollsters compete with each other for contracts and as a result focus on accuracy they have no problem predicting elections within the margin of error a couple like fox and rasmussen have a republican h,0
lgrngreen larjass rxwhitmer not hardly,0
tygher that was watercarrying republicans no conservatives were involved,0
navy secretary ray mabus lmao,0
we the americans know u r a insurgent p o s now social security started when u foreign p o s,0
you cant rob a democrat all you can do is get your money back,0
johnsellers if michelle is channeling mlk then i want to change the channel never has he been cited as an excuse to base everything on skin color as she does,0
what a sick satan possessed world we live in,1
gilshuttlecok too better add grammar checkers to your list,0
rabcor marshallgibson i dont know why the obummers arent all over that one you know being african and all,1
milk has sexual relations with multiple male enlisted men and is forced out of the navy with a less than honorable discharge his reward for his unacceptable conduct is he gets a ship named after him for his political activities in san francisco no wonder our military is in such a mess,1
so if fox thinks racist hate speech should be protected why is fox so up in arms about isis hate speech and should their flag be protected too,0
her time might be better spent packing,0
of course no means no but not to a moohslum germany allowed these terrorist into their country now live with it,1
well she should add that not only slaves built the white house an irish born immigrant was the architect with a team of free men african and european with some slaves if we are being honest,0
rxwhitmer no answer huh there is no way you are for equal rights,0
she should had taken at least one against her husband for being the worst president in us history,0
if she doesnt like living in a house built by slaves then she should move out the hypocrisy that fills the life of obama and his wife is too great for either of them to throw darts at anyone else does she allow their daughters to use the same bathroom as the males use of course not and not just because they are daughters of the president she would not allow it but they dont care about the daughters of families if mrs obama was smart she would stop pointing fingers at others,1
fearingglobalspending or lock doors or use cars busses planes trains limit use and no guns or body guards force them to live and take care of violent illegals and muslims none would be dummycraps for long oh ya force them to work and,1
purelyrational elfonshelf welcome let me know if you need more examples,0
ephod rfloyd what he was pointing outwhich evidently you were not bright enough to pick up onis that the first poster missed the robert in robert e lee,0
freedomscout rxwhitmer seriously your denial of transgenderism as a real thing is quite dangerous as is the condemnation of anyone who is struggli g with identity issues because they are born that way or develop differently due to hormones and biolog,0
rxwhitmer i did make a statement i admit that,0
rxwhitmer so you think its moral to discriminate against transgender people when science medicine and psychology all say their condition is legitimate on what basis,0
democracymanifest not to mention there is no freedom of speech issue here at all,0
question hasnt any other first lady taken swipes at their opponent partys presidential candidates for goodness sake this is a college commencement speech show just a little class michele this again reveals her lack of grace and integrity as our nations first lady,0
aliennation no one as in nobody is answering or no one as in nobody is going to be last in heaven despite what jesus said,0
turnhearts these are celebrities they are monkeys howlling at the moon north carolina has the right to make laws for their own state obama does not and neither do any of your so called celebrities what you and many others forget is that the united s,0
larjass it wasnt a typo you dont know the difference,0
delainey the usa has paid dearly and still does for that smudge in history but these types of actions perpetuate racism keeps it alive i guess liberals are the true white apologists,1
